id,name,slug,batch,website,yc_url,location,region,teamSize,oneLiner,github_org,stage,commit_velocity_30d,commit_velocity_90d,acceleration_ratio,active_repos,contributors,commits_per_employee,stabilized_efficiency,total_stars,total_forks,pr_merge_rate,issue_close_rate,founder_linkedin,founder_twitter,last_scored,open_jobs,hiring_intensity,best_headcount,log_commit,log_eff,log_accel,log_repos,log_contrib,log_stars,log_forks,log_pr,log_issues,log_hiring,log_commit_z,log_eff_z,log_accel_z,log_repos_z,log_contrib_z,log_stars_z,log_forks_z,log_pr_z,log_issues_z,log_hiring_z,raw_score,final_score
29231,Ubicloud,ubicloud,W24,https://www.ubicloud.com,https://www.ycombinator.com/companies/ubicloud,Unknown,Remote,15.0,Open source alternative to AWS,ubicloud,Series B/C,131,229,1.34,5,21,15.27,59.13,11925,553,0.7,0.0,https://linkedin.com/in/umurc,https://x.com/umurc,2026-03-09T08:55:10.718847+00:00,16.0,106.7,15.0,5.438079308923196,4.0965088850514775,0.8501509293696101,1.791759469228055,3.091042453358316,9.386476169683052,6.317164686747284,0.5306282510621704,0.0,4.679349584162343,0.7690238820852141,0.9461001136392119,-0.18564403870285132,0.704709545645273,0.8364342666440133,1.4475177438211353,1.0951223165161543,-0.519613551384185,-1.3133346070545804,1.0538562927610664,0.5487,78.2
27664,Infisical,infisical,W23,https://infisical.com,https://www.ycombinator.com/companies/infisical,"San Francisco, CA, USA",United States of America,40.0,"Unified platform for secrets, certs, and privileged access management",Infisical,Series B/C,155,282,1.22,4,14,7.05,44.59,25392,1778,0.75,0.28,https://linkedin.com/in/vmatsiiako,https://x.com/dangtony98,2026-03-09T08:55:10.718847+00:00,22.0,55.0,40.0,5.645446897643238,3.8196883942253503,0.7975071958841881,1.6094379124341003,2.70805020110221,10.142228824473392,7.483806687665835,0.5596157879354227,0.2468600779315258,4.02535169073515,1.1234001154813789,0.4693729631646218,-0.24583359047951356,0.05150683972820668,0.3308275822276993,1.7118189829055142,1.6211144907979953,-0.27196912931354483,-0.32039588081523895,0.4598067996949379,0.5132,76.4
25643,Mintlify,mintlify,W22,https://mintlify.com,https://www.ycombinator.com/companies/mintlify,"San Francisco, CA, USA",United States of America,35.0,The intelligent documentation platform,mintlify,Series B/C,155,219,2.42,5,15,6.26,37.02,2185,755,0.93,0.41,https://linkedin.com/in/han-y-wang,https://x.com/hahnbeeIee,2026-03-09T08:55:10.718847+00:00,24.0,68.6,35.0,5.393627546352361,3.6381123370602833,1.2296405510745139,1.791759469228055,2.772588722239781,7.689828668736484,6.628041376179533,0.6575200029167942,0.3435897043900769,4.242764567340374,0.6930590300805939,0.15667126948442367,0.24824065605646745,0.704709545645273,0.4160280203495629,0.8541674804151879,1.2352841705204365,0.5644397329969851,0.06867712317207442,0.6572906301956251,0.5084,76.2
25561,LanceDB,lancedb,W22,https://lancedb.com,https://www.ycombinator.com/companies/lancedb,"San Francisco, CA, USA",United States of America,35.0,"Open-source, serverless vectordb for production-scale generative AI",lancedb,Series B/C,143,261,1.21,5,38,7.46,44.12,9368,794,0.78,0.36,https://linkedin.com/in/changshe,https://x.com/changhiskhan,2026-03-09T08:55:10.718847+00:00,8.0,22.9,35.0,5.568344503761097,3.8093256071898036,0.7929925155296614,1.791759469228055,3.6635616461296463,9.145161645951188,6.678342114654332,0.5766133643039938,0.3074846997479606,3.173878458937465,0.991637692537509,0.4515266616871268,-0.25099539358432393,0.704709545645273,1.5922446756447919,1.3631254135698019,1.2579627598199048,-0.12675655072151987,-0.07654707679011057,-0.31361655042951214,0.4943,75.5
26254,Eventual,eventual,W22,https://www.daft.ai/,https://www.ycombinator.com/companies/eventual,"San Francisco, CA, USA",United States of America,18.0,Building the AI data engine for any modality and scale,Eventual-Inc,Series B/C,114,194,1.43,5,25,10.78,45.73,5303,415,0.68,0.2,https://linkedin.com/in/sammy-sidhu,https://x.com/daftengine,2026-03-09T08:55:10.718847+00:00,21.0,116.7,18.0,5.272999558563747,3.844386356712335,0.8878912573524571,1.791759469228055,3.258096538021482,8.576216531865699,6.030685260261263,0.5187937934151676,0.18232155679395462,4.768139014266231,0.4869145104932081,0.5119066254806239,-0.14249410850611058,0.704709545645273,1.056970482108406,1.1641543644168033,0.9659602116838624,-0.6207169130573787,-0.5799874579899252,1.1345068827292397,0.4856,75.0
25174,GrowthBook,growthbook,W22,https://www.growthbook.io,https://www.ycombinator.com/companies/growthbook,"Palo Alto, CA, USA",United States of America,25.0,Open source feature flagging and A/B testing,growthbook,Series B/C,155,247,1.68,5,28,9.88,49.4,7454,760,0.85,0.76,https://linkedin.com/in/grahammcnicoll,https://x.com/growth_book,2026-03-09T08:55:10.718847+00:00,1.0,4.0,25.0,5.5134287461649825,3.919991175077323,0.9858167945227653,1.791759469228055,3.367295829986474,8.916640227198839,6.634633357861686,0.6151856390902335,0.5653138090500605,1.6094379124341003,0.8977906287261967,0.6421096661360517,-0.0305321749665393,0.704709545645273,1.2011297741718616,1.2832070781848979,1.2382562311655114,0.20277157507803306,0.9605120926105519,-1.7346534114387324,0.3916,70.3
26290,Mono,mono-2,W22,https://mono.la,https://www.ycombinator.com/companies/mono-2,"Bogotá, Bogota, Colombia",Colombia,30.0,Embedded finance infrastructure for LatAm enterprises.,mono,Series B/C,41,112,0.58,5,9,3.73,20.45,5994,1508,0.88,0.34,https://linkedin.com/in/sebastian-ortiz-v,https://x.com/juanpoveda93,2026-03-09T08:55:10.718847+00:00,1.0,3.3,30.0,4.727387818712341,3.065724645374026,0.4574248470388754,1.791759469228055,2.302585092994046,8.698681067461614,7.319202458767849,0.6312717768418579,0.29266961396282,1.4586150226995167,-0.4454965497824902,-0.8290677284126318,-0.6346624745445502,0.704709545645273,-0.20444661130868658,1.20698256792589,1.5469010335541549,0.34019761111097235,-0.13613740233762378,-1.8716511939852174,-0.3531,33.1
25522,Unlayer,unlayer,W22,https://unlayer.com,https://www.ycombinator.com/companies/unlayer,"San Francisco, CA, USA",United States of America,35.0,Unlayer makes embeddable email and web editing software.,unlayer,Series B/C,49,111,0.79,3,4,3.17,18.76,5109,856,0.72,0.15,https://linkedin.com/in/adeelr,https://x.com/adeelraza,2026-03-09T08:55:10.718847+00:00,4.0,11.4,35.0,4.718498871295094,2.983659692319722,0.5822156198526637,1.3862943611198906,1.6094379124341003,8.53895468319775,6.75343791859778,0.5423242908253616,0.13976194237515868,2.517696472610991,-0.46068711897425124,-0.9703961073438817,-0.49198451110555597,-0.7479486612530053,-1.119503889128183,1.1511231792650347,1.291820451523578,-0.41969271228925065,-0.7511738631970021,-0.9096499325764266,-0.4953,25.9
25763,Cinder,cinder-2,W22,http://www.cinder.co,https://www.ycombinator.com/companies/cinder-2,"New York, NY, USA",United States of America,23.0,"Cinder | Responsible AI, Trust & Safety, and Data Labeling At Scale",cinder,Series B/C,1,65,0.02,1,3,2.83,13.55,5692,1077,0.89,0.2,https://linkedin.com/in/glenwise,,2026-03-09T08:55:10.718847+00:00,12.0,52.2,23.0,4.189654742026425,2.6775909936175015,0.019802627296179712,0.6931471805599453,1.3862943611198906,8.646992628951082,6.982862751468942,0.636576829071551,0.18232155679395462,3.9740583963475986,-1.3644435436917086,-1.4974931374312361,-1.1350123454577694,-3.2312842684199694,-1.4140865352894292,1.1889061268335859,1.3952589241494027,0.3855193850589055,-0.5799874579899252,0.41321528031107835,-0.6347,19.0
29389,Delve,delve,W24,https://delve.co/?utm_source=yc&utm_medium=bio&utm_campaign=delve,https://www.ycombinator.com/companies/delve,"San Francisco, CA, USA",United States of America,45.0,AI that makes compliance effortless,go-delve,Series B/C,43,67,1.79,2,9,1.49,9.99,24710,2207,0.89,0.7,https://linkedin.com/in/karun-kaushik,https://x.com/karunkaushik_,2026-03-09T08:55:10.718847+00:00,1.0,2.2,45.0,4.219507705176107,2.3969857684155302,1.0260415958332743,1.0986122886681096,2.302585092994046,10.115003767609359,7.699842407396986,0.636576829071551,0.5306282510621704,1.1631508098056809,-1.3134269855979497,-1.980738178358642,0.015458346618622958,-1.7786260615216918,-0.20444661130868658,1.7022978568893539,1.7185163483125216,0.3855193850589055,0.8209972951755873,-2.1400318228110593,-0.6524,18.1
